x,y,z,intensity
-0.73143,1.5954,-0.73307,25
-0.80515,1.7562,-0.75439,30
-0.86235,1.8809,-0.75313,24
-0.93021,2.0289,-0.7542,21
-1.0177,2.2197,-0.76196,28
-1.1393,2.4851,-0.78391,26
-1.2402,2.705,-0.779,23
-1.3674,2.9826,-0.77745,31
-0.52036,1.1429,-0.74474,31
-0.55345,1.2156,-0.75043,24
-0.56637,1.2439,-0.72674,24
-0.61394,1.3484,-0.7442,22
-0.64645,1.4198,-0.73844,31
-0.68669,1.5082,-0.73782,25
-0.73107,1.6057,-0.73693,28
-0.7936,1.743,-0.74785,35
-0.8621,1.8935,-0.75723,22
-0.92176,2.0245,-0.75163,17
-1.0087,2.2154,-0.75958,28
-1.1265,2.4741,-0.7795,26
-1.2419,2.7276,-0.78457,25
-1.35,2.9649,-0.77191,31
-0.51717,1.1443,-0.74474,30
-0.54933,1.2155,-0.74945,24
-0.5658,1.2519,-0.7305,24
-0.60943,1.3485,-0.7433,20
-0.64546,1.4282,-0.74186,30
-0.67871,1.5018,-0.73375,26
-0.72507,1.6044,-0.73539,26
-0.79026,1.7486,-0.7493,30
-0.84675,1.8736,-0.74834,24
-0.93248,2.0633,-0.76508,19
-1.0072,2.2287,-0.76316,25
-1.1275,2.4947,-0.78502,26
-1.2398,2.7434,-0.78812,28
-1.3505,2.9882,-0.77698,24
-0.50794,1.1334,-0.73657,31
-0.53553,1.1949,-0.73574,22
-0.56692,1.265,-0.73707,23
-0.6052,1.3504,-0.7433,19
-0.63654,1.4203,-0.73673,31
-0.66951,1.4939,-0.72887,28
-0.7155,1.5965,-0.73076,31
-0.78781,1.7579,-0.75221,30
-0.84624,1.8882,-0.75313,24
-0.92445,2.0628,-0.7638,18
-1.0065,2.2458,-0.76792,25
-1.1236,2.507,-0.78777,34
-1.2296,2.7437,-0.78711,25
-1.3475,3.0066,-0.78067,27
-0.50108,1.127,-0.73147,32
-0.52348,1.1774,-0.72398,22
-0.56747,1.2764,-0.7427,24
-0.60336,1.3571,-0.74599,23
-0.63158,1.4206,-0.73587,28
-0.66211,1.4892,-0.72562,25
-0.71075,1.5986,-0.73076,34
-0.7773,1.7483,-0.74712,28
-0.84979,1.9114,-0.76134,27
-0.9214,2.0724,-0.76636,22
-1.0006,2.2505,-0.76852,28
-1.1224,2.5244,-0.79218,35
-1.2238,2.7527,-0.78863,23
-1.3393,3.0124,-0.78113,29
-0.49813,1.1283,-0.73147,32
-0.51406,1.1644,-0.71516,18
-0.56341,1.2762,-0.74177,24
-0.6027,1.3652,-0.74958,24
-0.62202,1.409,-0.72902,26
-0.66558,1.5077,-0.73375,23
-0.70955,1.6072,-0.73385,37
-0.76519,1.7333,-0.73985,26
-0.83947,1.9015,-0.75655,27
-0.9198,2.0835,-0.76956,22
-0.99236,2.2478,-0.76673,28
-1.1173,2.5309,-0.79328,34
-1.2151,2.7523,-0.78761,28
-1.3267,3.0052,-0.77837,24
-0.49409,1.1282,-0.73045,30
-0.5141,1.1739,-0.72006,18
-0.55821,1.2747,-0.73989,23
-0.59578,1.3604,-0.74599,30
-0.62654,1.4307,-0.73929,31
-0.65818,1.5029,-0.7305,25
-0.69811,1.5941,-0.72691,34
-0.75855,1.7321,-0.73839,28
-0.83684,1.9109,-0.75928,27
-0.91818,2.0966,-0.7734,22
-0.99564,2.2735,-0.77447,25
-1.1121,2.5394,-0.79494,35
-1.203,2.7471,-0.78508,25
-1.3272,3.0305,-0.7839,27
-0.49054,1.1298,-0.73045,31
-0.51457,1.1851,-0.72594,18
-0.55209,1.2715,-0.73707,23
-0.58794,1.3541,-0.7415,28
-0.62348,1.436,-0.741,30
-0.65636,1.5117,-0.73375,25
-0.69678,1.6048,-0.73076,31
-0.76201,1.755,-0.74712,26
-0.83458,1.9222,-0.7627,27
-0.91385,2.1047,-0.77532,21
-0.99001,2.2801,-0.77567,23
-1.1003,2.5341,-0.79218,34
-1.1975,2.7579,-0.78711,21
-1.3285,3.0597,-0.79036,27
-0.48486,1.1248,-0.72637,31
-0.51906,1.2041,-0.73672,17
-0.54666,1.2681,-0.73425,23
-0.58086,1.3474,-0.73701,28
-0.61185,1.4193,-0.73159,26
-0.65095,1.51,-0.73213,25
-0.69842,1.6202,-0.73693,23
-0.75299,1.7467,-0.74276,24
-0.8288,1.9226,-0.76202,27
-0.90683,2.1036,-0.77404,22
-0.98177,2.2775,-0.77388,23
-1.0959,2.5423,-0.79384,34
-1.1933,2.7682,-0.78913,25
-1.3174,3.056,-0.78851,29
-0.4849,1.1341,-0.73147,28
-0.51343,1.2008,-0.73378,19
-0.54845,1.2827,-0.74177,20
-0.57334,1.3409,-0.73253,23
-0.60977,1.4261,-0.73416,26
-0.6515,1.5237,-0.73782,21
-0.69651,1.629,-0.74001,26
-0.75732,1.7712,-0.75221,25
-0.82309,1.9251,-0.76202,24
-0.89165,2.0854,-0.76636,22
-0.96976,2.2681,-0.76971,23
-1.0891,2.5473,-0.79439,35
-1.1881,2.7788,-0.79116,25
-1.3037,3.0492,-0.78575,29
-0.48134,1.1356,-0.73147,30
-0.51102,1.2056,-0.73574,21
-0.55338,1.3056,-0.75397,20
-0.5768,1.3608,-0.7424,21
-0.60458,1.4264,-0.7333,30
-0.6517,1.5375,-0.74351,21
-0.69571,1.6414,-0.74464,25
-0.74739,1.7633,-0.74785,25
-0.81997,1.9346,-0.76476,24
-0.89101,2.1021,-0.77148,21
-0.97529,2.301,-0.77984,25
-1.0804,2.5489,-0.79384,35
-1.1862,2.7986,-0.79572,23
-1.2949,3.055,-0.78621,27
-0.47522,1.1289,-0.72637,30
-0.5128,1.2181,-0.7426,19
-0.55293,1.3134,-0.75773,23
-0.57694,1.3705,-0.74689,23
-0.58987,1.4012,-0.71961,30
-0.64794,1.5391,-0.74351,19
-0.69599,1.6533,-0.74926,25
-0.7373,1.7514,-0.74203,20
-0.8167,1.94,-0.76613,24
-0.88366,2.0991,-0.76956,24
-0.97337,2.3122,-0.78281,25
-1.0719,2.5462,-0.79218,31
-1.1726,2.7854,-0.79116,28
-1.2897,3.0636,-0.78759,27
-0.47565,1.1399,-0.73249,30
-0.50898,1.2197,-0.7426,21
-0.5454,1.307,-0.75303,23
-0.57607,1.3805,-0.75138,26
-0.58129,1.393,-0.71448,28
-0.64592,1.5479,-0.74677,19
-0.70075,1.6793,-0.76005,31
-0.73681,1.7657,-0.74712,22
-0.80554,1.9304,-0.76134,27
-0.88071,2.1106,-0.77276,22
-0.96904,2.3223,-0.7852,25
-1.0646,2.5514,-0.79273,26
-1.1631,2.7873,-0.79065,25
-1.2876,3.0856,-0.7922,27
-0.47115,1.138,-0.73045,37
-0.50557,1.2212,-0.7426,21
-0.53904,1.302,-0.74928,24
-0.57221,1.3821,-0.75138,24
-0.59053,1.4264,-0.73074,28
-0.6388,1.543,-0.74351,21
-0.69394,1.6761,-0.75774,26
-0.74043,1.7884,-0.75585,28
-0.80086,1.9344,-0.76202,22
-0.88062,2.127,-0.77788,22
-0.95744,2.3126,-0.78103,28
-1.0627,2.5668,-0.79659,28
-1.159,2.7995,-0.79318,23
-1.2782,3.0874,-0.79174,31
-0.46862,1.1409,-0.73147,35
-0.50282,1.2242,-0.74358,20
-0.54413,1.3247,-0.76148,26
-0.56971,1.387,-0.75317,28
-0.59273,1.4431,-0.73844,30
-0.62963,1.5329,-0.73782,23
-0.68855,1.6764,-0.75697,28
-0.73331,1.7853,-0.75367,28
-0.80046,1.9488,-0.76681,24
-0.87755,2.1365,-0.78045,21
-0.96114,2.34,-0.78937,28
-1.0548,2.5679,-0.79604,31
-1.1409,2.7776,-0.78609,25
-1.271,3.0945,-0.79266,31
-0.47282,1.1615,-0.74372,32
-0.50226,1.2338,-0.74847,23
-0.54063,1.3281,-0.76242,30
-0.564,1.3855,-0.75138,26
-0.58479,1.4366,-0.73416,26
-0.6317,1.5518,-0.74595,25
-0.67215,1.6512,-0.74464,23
-0.72208,1.7738,-0.74785,30
-0.79575,1.9548,-0.76818,24
-0.87084,2.1393,-0.78045,21
-0.95162,2.3377,-0.78758,23
-1.0445,2.5659,-0.79439,34
-1.1475,2.8188,-0.79673,29
-1.2613,3.0985,-0.79266,31
-0.47259,1.1709,-0.74882,35
-0.4999,1.2385,-0.75043,23
-0.53338,1.3215,-0.75773,30
-0.55521,1.3756,-0.74509,23
-0.58255,1.4433,-0.73673,24
-0.62777,1.5554,-0.74677,23
-0.66863,1.6566,-0.74618,26
-0.72309,1.7915,-0.75439,30
-0.78783,1.9519,-0.76613,27
-0.86307,2.1383,-0.77916,18
-0.95183,2.3582,-0.79354,23
-1.0398,2.5761,-0.79659,31
-1.1464,2.8402,-0.80179,29
-1.2558,3.1112,-0.79497,29
-0.47016,1.1737,-0.74984,32
-0.49406,1.2334,-0.74651,21
-0.52926,1.3212,-0.75679,26
-0.5536,1.382,-0.74779,28
-0.57877,1.4448,-0.73673,30
-0.62506,1.5604,-0.7484,25
-0.67047,1.6737,-0.75312,28
-0.72325,1.8055,-0.75949,28
-0.78342,1.9557,-0.76681,27
-0.86169,2.1511,-0.78301,21
-0.94352,2.3554,-0.79175,30
-1.0337,2.5806,-0.79714,31
-1.1511,2.8737,-0.8104,23
-1.2534,3.129,-0.79866,24
-0.45969,1.1575,-0.73861,31
-0.4949,1.2462,-0.75337,20
-0.51752,1.3031,-0.74552,21
-0.55147,1.3886,-0.75048,26
-0.56914,1.4331,-0.72988,26
-0.62043,1.5622,-0.7484,30
-0.67026,1.6877,-0.75851,31
-0.71445,1.799,-0.75585,26
-0.78177,1.9685,-0.77091,24
-0.84482,2.1272,-0.7734,22
-0.92807,2.3369,-0.7846,25
-1.0303,2.5944,-0.80045,31
-1.1455,2.8843,-0.81243,28
-1.2355,3.111,-0.79312,29
-0.45311,1.1509,-0.73351,35
-0.48993,1.2444,-0.75141,21
-0.51106,1.2981,-0.74177,23
-0.54801,1.3919,-0.75138,26
-0.56091,1.4247,-0.72475,22
-0.61445,1.5607,-0.74677,28
-0.6612,1.6794,-0.75389,31
-0.71388,1.8132,-0.76094,26
-0.77524,1.9691,-0.77023,22
-0.83919,2.1315,-0.77404,22
-0.93792,2.3823,-0.7989,23
-1.0184,2.5867,-0.79714,31
-1.1312,2.8733,-0.80838,29
-1.2434,3.1581,-0.80419,27
-0.45677,1.1698,-0.74474,32
-0.48582,1.2441,-0.75043,22
-0.51001,1.3061,-0.74552,24
-0.54022,1.3834,-0.74599,28
-0.56614,1.4498,-0.73673,23
-0.61142,1.5658,-0.7484,25
-0.65248,1.6709,-0.74926,26
-0.71695,1.836,-0.76967,28
-0.76701,1.9642,-0.76749,22
-0.84082,2.1533,-0.78109,24
-0.92571,2.3706,-0.79413,25
-1.0126,2.5931,-0.79825,31
-1.1246,2.88,-0.80939,29
-1.2402,3.176,-0.80788,29
-0.45827,1.1839,-0.7529,35
-0.47772,1.2342,-0.74358,22
-0.50485,1.3043,-0.74364,24
-0.53675,1.3867,-0.74689,30
-0.57293,1.4802,-0.75127,23
-0.60611,1.5659,-0.74758,25
-0.64685,1.6711,-0.74849,28
-0.70477,1.8208,-0.7624,37
-0.76932,1.9875,-0.7757,19
-0.83511,2.1575,-0.78173,27
-0.90695,2.3431,-0.78401,23
-1.0118,2.614,-0.80376,26
-1.13,2.9194,-0.81952,23
-1.2357,3.1924,-0.81111,24
-0.45722,1.1917,-0.75698,37
-0.4728,1.2323,-0.74162,21
-0.49845,1.2992,-0.73989,23
-0.53264,1.3883,-0.74689,28
-0.56594,1.4751,-0.74785,24
-0.60408,1.5745,-0.75084,26
-0.64189,1.6731,-0.74849,26
-0.69803,1.8194,-0.76094,28
-0.76611,1.9968,-0.77844,22
-0.82192,2.1423,-0.77532,28
-0.88837,2.3155,-0.77388,28
-1.0061,2.6224,-0.80541,26
-1.1248,2.9318,-0.82205,32
-1.2248,3.1924,-0.81019,27
-0.45001,1.1834,-0.75086,31
-0.47038,1.237,-0.74358,21
-0.50275,1.3221,-0.75209,26
-0.52724,1.3865,-0.74509,28
-0.55771,1.4666,-0.74271,28
-0.59746,1.5712,-0.7484,25
-0.64217,1.6887,-0.75466,28
-0.70124,1.8441,-0.7704,26
-0.7555,1.9868,-0.77365,24
-0.82095,2.1589,-0.78045,24
-0.91203,2.3984,-0.80069,25
-1.0052,2.6434,-0.81093,24
-1.1209,2.9478,-0.8256,28
-1.223,3.2161,-0.81526,29
-0.4457,1.1814,-0.74882,35
-0.46899,1.2431,-0.74651,21
-0.50241,1.3317,-0.75679,27
-0.52551,1.3929,-0.74779,26
-0.55514,1.4715,-0.74443,24
-0.59012,1.5642,-0.74433,23
-0.63449,1.6818,-0.7508,25
-0.70364,1.8651,-0.7784,24
-0.75096,1.9905,-0.77433,22
-0.82532,2.1876,-0.79005,22
-0.90508,2.399,-0.80009,30
-1.0044,2.6622,-0.81589,28
-1.1084,2.938,-0.82205,25
-1.2111,3.2101,-0.81295,29
-0.43897,1.1747,-0.74372,37
-0.46691,1.2495,-0.74945,21
-0.49946,1.3366,-0.75867,29
-0.52676,1.4096,-0.75587,24
-0.55052,1.4732,-0.74443,21
-0.59032,1.5797,-0.75084,28
-0.63631,1.7028,-0.75928,28
-0.69126,1.8498,-0.77113,25
-0.74207,1.9858,-0.7716,21
-0.81646,2.1849,-0.78813,24
-0.90221,2.4144,-0.80426,25
-0.9933,2.6581,-0.81368,28
-1.0884,2.9125,-0.81395,29
-1.2044,3.2231,-0.81526,29
-0.43928,1.1856,-0.74984,37
-0.461,1.2442,-0.74553,21
-0.49511,1.3363,-0.75773,29
-0.51537,1.391,-0.74509,26
-0.54263,1.4646,-0.73929,22
-0.58844,1.5882,-0.75409,26
-0.62835,1.6959,-0.75543,25
-0.68286,1.843,-0.76749,22
-0.73587,1.9861,-0.77091,21
-0.80904,2.1836,-0.78685,24
-0.90277,2.4366,-0.81082,23
-0.98253,2.6519,-0.81093,31
-1.0809,2.9174,-0.81446,25
-1.2015,3.2428,-0.81941,29
-0.43694,1.1901,-0.75188,35
-0.45971,1.2522,-0.74945,22
-0.49236,1.3411,-0.7596,26
-0.50631,1.3791,-0.73791,24
-0.54078,1.473,-0.74271,22
-0.58247,1.5865,-0.75246,25
-0.62586,1.7047,-0.75851,22
-0.69215,1.8853,-0.78422,24
-0.72803,1.983,-0.76886,22
-0.80451,2.1913,-0.78877,27
-0.89816,2.4464,-0.8132,30
-0.97466,2.6548,-0.81093,31
-1.0829,2.9496,-0.82256,23
-1.1892,3.2391,-0.81756,27
-0.43421,1.193,-0.7529,40
-0.45323,1.2452,-0.74456,21
-0.48439,1.3308,-0.75303,22
-0.49696,1.3654,-0.72983,23
-0.53914,1.4813,-0.74614,26
-0.57616,1.583,-0.75002,23
-0.62425,1.7151,-0.76237,25
-0.68688,1.8872,-0.78422,28
-0.73406,2.0168,-0.78117,22
-0.80098,2.2007,-0.79133,24
-0.87566,2.4058,-0.7989,28
-0.97908,2.69,-0.82085,31
-1.0733,2.949,-0.82155,28
-1.1828,3.2497,-0.81941,24
-0.42854,1.1877,-0.74882,42
-0.45508,1.2613,-0.75337,20
-0.47947,1.3289,-0.75115,23
-0.49678,1.3768,-0.73522,24
-0.535,1.4828,-0.74614,28
-0.56554,1.5674,-0.74189,21
-0.61507,1.7047,-0.75697,25
-0.67592,1.8733,-0.77767,33
-0.73289,2.0312,-0.78596,24
-0.79291,2.1976,-0.78941,30
-0.8955,2.4819,-0.82333,25
-0.97548,2.7036,-0.82416,31
-1.0697,2.9647,-0.82509,25
-1.1737,3.253,-0.81941,27
-0.4258,1.1905,-0.74984,42
-0.45097,1.2609,-0.75239,21
-0.47516,1.3285,-0.75022,23
-0.49775,1.3917,-0.7424,24
-0.52964,1.4808,-0.74443,30
-0.55993,1.5655,-0.74026,21
-0.60907,1.7029,-0.75543,26
-0.66881,1.87,-0.77549,30
-0.72216,2.0191,-0.78049,22
-0.7874,2.2016,-0.79005,24
-0.88471,2.4736,-0.81975,33
-0.96663,2.7027,-0.82305,31
-1.064,2.975,-0.82712,25
-1.162,3.2489,-0.81756,29
-0.42148,1.1902,-0.74882,42
-0.44351,1.2524,-0.74651,23
-0.47334,1.3367,-0.75397,29
-0.49457,1.3966,-0.7442,23
-0.52317,1.4774,-0.74186,28
-0.55805,1.5759,-0.74433,25
-0.61111,1.7257,-0.76468,31
-0.67288,1.9001,-0.78713,33
-0.71393,2.0161,-0.77844,24
-0.78048,2.204,-0.79005,27
-0.87948,2.4836,-0.82213,28
-0.95685,2.7021,-0.82195,28
-1.0585,2.9892,-0.83016,23
-1.1563,3.2654,-0.82079,27
-0.41702,1.1882,-0.74678,42
-0.44001,1.2537,-0.74651,23
-0.47078,1.3413,-0.75585,29
-0.4883,1.3912,-0.7406,23
-0.52743,1.5027,-0.75384,30
-0.56152,1.5999,-0.7549,28
-0.61301,1.7466,-0.77316,27
-0.66448,1.8932,-0.78349,35
-0.71141,2.0269,-0.78186,21
-0.77495,2.208,-0.79069,24
-0.87128,2.4824,-0.82094,30
-0.95376,2.7174,-0.82581,35
-1.0534,3.0013,-0.83269,28
-1.1511,3.2796,-0.82356,29
-0.41272,1.1878,-0.74576,40
-0.44008,1.2666,-0.75337,20
-0.46424,1.3361,-0.75209,29
-0.48099,1.3843,-0.73612,23
-0.52211,1.5027,-0.75298,37
-0.56189,1.6172,-0.76222,26
-0.60509,1.7415,-0.77008,28
-0.65609,1.8883,-0.78058,30
-0.70503,2.0291,-0.78186,24
-0.75993,2.1871,-0.78237,22
-0.86661,2.4942,-0.82392,28
-0.94585,2.7222,-0.82636,34
-1.0376,2.9863,-0.82763,25
-1.1484,3.3053,-0.82909,24
-0.40869,1.1856,-0.74372,31
-0.43812,1.2709,-0.75533,19
-0.46155,1.3389,-0.75303,29
-0.47528,1.3787,-0.73253,23
-0.51785,1.5022,-0.75213,37
-0.55019,1.5961,-0.75165,30
-0.59001,1.7116,-0.7562,25
-0.64661,1.8758,-0.77476,28
-0.69027,2.0024,-0.77091,24
-0.76076,2.2069,-0.78877,27
-0.86922,2.5216,-0.83226,30
-0.94295,2.7354,-0.82967,36
-1.0347,3.0017,-0.83117,29
-1.1448,3.321,-0.83232,27
-0.40275,1.1804,-0.73963,26
-0.433,1.269,-0.75337,19
-0.46419,1.3604,-0.7643,27
-0.47268,1.3853,-0.73522,22
-0.51663,1.5141,-0.75726,35
-0.54104,1.5857,-0.74595,30
-0.58404,1.7117,-0.75543,22
-0.6353,1.8619,-0.76822,30
-0.68398,2.0046,-0.77091,21
-0.76483,2.2416,-0.80029,21
-0.85143,2.4954,-0.82273,36
-0.9356,2.742,-0.83077,41
-1.0234,2.9994,-0.82965,29
-1.1369,3.3319,-0.83416,24
-0.40179,1.1898,-0.74474,23
-0.42678,1.2638,-0.74945,21
-0.46048,1.3636,-0.76524,30
-0.47347,1.402,-0.7433,20
-0.50782,1.5037,-0.75127,33
-0.53665,1.5891,-0.74677,28
-0.58102,1.7205,-0.75851,23
-0.62945,1.8639,-0.76822,30
-0.68249,2.021,-0.77639,22
-0.75294,2.2296,-0.79517,22
-0.85214,2.5233,-0.83107,33
-0.92698,2.7449,-0.83077,36
-1.0202,3.0209,-0.83472,28
-1.1214,3.3207,-0.83047,31
-0.40161,1.1989,-0.74984,31
-0.42036,1.2549,-0.74358,21
-0.45602,1.3613,-0.76336,30
-0.47004,1.4032,-0.7433,23
-0.50414,1.505,-0.75127,37
-0.53508,1.5973,-0.75002,23
-0.57447,1.7149,-0.75543,26
-0.62371,1.8619,-0.76676,30
-0.68233,2.0369,-0.78186,22
-0.7511,2.2422,-0.79901,22
-0.8484,2.5327,-0.83345,36
-0.92027,2.7472,-0.83077,36
-1.0325,3.0821,-0.85092,23
-1.1152,3.329,-0.83186,29
-0.39676,1.1969,-0.7478,37
-0.41752,1.2595,-0.74553,21
-0.45119,1.3611,-0.76242,30
-0.46676,1.408,-0.74509,26
-0.49941,1.5066,-0.75127,33
-0.53006,1.599,-0.75002,19
-0.57256,1.7272,-0.76005,31
-0.62372,1.8815,-0.77404,28
-0.6777,2.0444,-0.78391,21
-0.74524,2.2481,-0.80029,24
-0.83864,2.5299,-0.83167,20
-0.90982,2.7446,-0.82912,36
-1.0191,3.0743,-0.84789,23
-1.1071,3.3399,-0.8337,24
-0.39267,1.1964,-0.74678,37
-0.41758,1.2723,-0.75239,22
-0.44549,1.3574,-0.7596,35
-0.45979,1.4009,-0.7406,24
-0.4972,1.5149,-0.75469,26
-0.53386,1.6266,-0.76222,17
-0.56513,1.7219,-0.75697,26
-0.62046,1.8905,-0.77695,24
-0.67632,2.0607,-0.78938,22
-0.74507,2.2701,-0.80734,22
-0.84542,2.5759,-0.84596,25
-0.90527,2.7583,-0.83242,33
-0.98948,3.0148,-0.83066,28
-1.1057,3.369,-0.84016,27
-0.389,1.1958,-0.74576,27
-0.41317,1.2701,-0.75043,20
-0.44085,1.3552,-0.75773,30
-0.45336,1.3936,-0.73612,23
-0.49714,1.5282,-0.76068,24
-0.53356,1.6402,-0.76792,23
-0.56747,1.7444,-0.76622,19
-0.61839,1.9009,-0.78058,28
-0.66859,2.0553,-0.78665,24
-0.74616,2.2937,-0.81502,18
-0.82922,2.549,-0.83643,23
-0.89804,2.7606,-0.83242,28
-0.99835,3.0689,-0.84485,25
-1.0945,3.3645,-0.83831,27
-0.38577,1.1987,-0.74678,30
-0.40597,1.2614,-0.74456,20
-0.43496,1.3515,-0.75491,22
-0.45719,1.4206,-0.74958,21
-0.49234,1.5298,-0.76068,24
-0.52392,1.6279,-0.76141,28
-0.56651,1.7603,-0.77239,22
-0.60728,1.8869,-0.77404,28
-0.66271,2.0592,-0.78733,27
-0.74359,2.3105,-0.82014,19
-0.82706,2.5698,-0.84239,23
-0.8982,2.7909,-0.84069,33
-0.9804,3.0463,-0.83776,25
-1.078,3.3494,-0.8337,31
-0.38347,1.203,-0.74882,31
-0.40457,1.2692,-0.74847,21
-0.43119,1.3527,-0.75491,24
-0.45268,1.4201,-0.74868,23
-0.48971,1.5363,-0.76325,26
-0.50828,1.5946,-0.74514,23
-0.56103,1.7601,-0.77162,24
-0.60427,1.8957,-0.77695,24
-0.65524,2.0556,-0.78528,27
-0.73138,2.2945,-0.81374,19
-0.81814,2.5667,-0.8406,25
-0.88865,2.7879,-0.83904,26
-0.97777,3.0674,-0.84282,25
-1.0757,3.3746,-0.83924,34
-0.37907,1.2008,-0.74678,32
-0.40417,1.2803,-0.75435,20
-0.4306,1.364,-0.76054,26
-0.44871,1.4214,-0.74868,24
-0.48814,1.5463,-0.76753,26
-0.51042,1.6169,-0.7549,23
-0.55556,1.7599,-0.77085,26
-0.60178,1.9063,-0.78058,25
-0.64894,2.0557,-0.78459,22
-0.7187,2.2766,-0.80669,17
-0.7989,2.5307,-0.82809,33
-0.88376,2.7995,-0.8418,30
-0.97619,3.0923,-0.8489,23
-1.068,3.3832,-0.84062,34
-0.36679,1.174,-0.72943,35
-0.40193,1.2865,-0.75729,21
-0.42708,1.367,-0.76148,26
-0.44609,1.4278,-0.75138,26
-0.47546,1.5219,-0.75469,28
-0.50944,1.6306,-0.7606,23
-0.55529,1.7774,-0.77778,24
-0.59334,1.8992,-0.77695,35
-0.64171,2.054,-0.78323,22
-0.71024,2.2733,-0.80477,19
-0.81017,2.5932,-0.84775,33
-0.88118,2.8205,-0.84731,33
-0.96297,3.0823,-0.84535,28
-1.0539,3.3733,-0.83739,31
-0.36716,1.1883,-0.73759,30
-0.40046,1.2961,-0.76219,22
-0.42122,1.3633,-0.75867,32
-0.43949,1.4224,-0.74779,28
-0.46321,1.4992,-0.74271,22
-0.50377,1.6304,-0.75978,19
-0.54752,1.772,-0.7747,22
-0.58902,1.9064,-0.77913,35
-0.63859,2.0668,-0.78733,22
-0.69974,2.2647,-0.80093,22
-0.79751,2.5811,-0.84299,33
-0.87004,2.8159,-0.8451,36
-0.94928,3.0723,-0.84181,25
-1.0335,3.345,-0.82955,34
-0.37332,1.2188,-0.75596,31
-0.39627,1.2937,-0.76023,24
-0.41323,1.3491,-0.75022,32
-0.43392,1.4166,-0.7442,28
-0.45902,1.4986,-0.74186,26
-0.49604,1.6194,-0.75409,17
-0.54914,1.7928,-0.78318,24
-0.586,1.9131,-0.78131,28
-0.63188,2.0629,-0.78528,24
-0.70697,2.3081,-0.81566,17
-0.80406,2.6251,-0.85669,28
-0.85866,2.8033,-0.84069,36
-0.94631,3.0894,-0.84586,25
-1.0322,3.3699,-0.83509,24
-0.37298,1.2315,-0.7631,42
-0.39069,1.29,-0.75729,24
-0.40848,1.3487,-0.74928,32
-0.43154,1.4248,-0.74779,24
-0.45588,1.5052,-0.74443,28
-0.4936,1.6297,-0.75816,17
-0.54243,1.791,-0.78164,27
-0.57296,1.8918,-0.77185,28
-0.63085,2.0829,-0.79212,22
-0.69697,2.3012,-0.81246,22
-0.78419,2.5892,-0.84418,28
-0.8504,2.8078,-0.84125,30
-0.94108,3.1072,-0.84991,29
-1.0256,3.3861,-0.83831,29
-0.37081,1.2375,-0.76616,40
-0.38686,1.2911,-0.75729,22
-0.40549,1.3533,-0.75115,30
-0.4268,1.4244,-0.74689,23
-0.45349,1.5135,-0.74785,23
-0.49558,1.654,-0.76873,21
-0.53765,1.7943,-0.78241,29
-0.57484,1.9185,-0.78204,26
-0.63006,2.1028,-0.79896,22
-0.68524,2.2869,-0.80669,17
-0.76938,2.5677,-0.83643,30
-0.84593,2.8232,-0.8451,28
-0.93241,3.1118,-0.85042,32
-1.0183,3.3985,-0.84062,31
-0.36637,1.2353,-0.76412,42
-0.38672,1.3039,-0.76415,24
-0.40371,1.3612,-0.75491,28
-0.42333,1.4273,-0.74779,21
-0.4508,1.5199,-0.75042,30
-0.49044,1.6536,-0.76792,21
-0.53316,1.7976,-0.78318,27
-0.57795,1.9486,-0.79368,28
-0.62311,2.1009,-0.79759,27
-0.68532,2.3106,-0.81438,17
-0.76438,2.5772,-0.83882,30
-0.83914,2.8293,-0.84621,30
-0.91547,3.0866,-0.84282,29
-1.0105,3.4069,-0.842,31
-0.35765,1.2199,-0.75392,40
-0.38164,1.3017,-0.76219,23
-0.40043,1.3658,-0.75679,28
-0.41884,1.4286,-0.74779,20
-0.44857,1.53,-0.75469,33
-0.48421,1.6516,-0.76629,25
-0.52491,1.7904,-0.77933,22
-0.56763,1.9361,-0.78786,30
-0.61863,2.1101,-0.80033,24
-0.67326,2.2964,-0.80862,18
-0.73855,2.5191,-0.81916,30
-0.82916,2.8282,-0.8451,28
-0.91883,3.134,-0.85498,29
-1.0058,3.4306,-0.84707,27
-0.35472,1.2226,-0.75494,37
-0.37412,1.2894,-0.75435,22
-0.39514,1.3618,-0.75397,26
-0.41335,1.4246,-0.74509,19
-0.4458,1.5365,-0.75726,31
-0.47655,1.6424,-0.76141,26
-0.5194,1.7901,-0.77855,22
-0.55132,1.9001,-0.77258,30
-0.6143,2.1172,-0.80238,22
-0.68057,2.3456,-0.82526,18
-0.76503,2.6367,-0.85669,25
-0.82126,2.8305,-0.8451,30
-0.90738,3.1273,-0.85244,28
-0.99566,3.4315,-0.84661,27
-0.35273,1.2285,-0.758,47
-0.36523,1.272,-0.74358,21
-0.39036,1.3596,-0.75209,30
-0.40642,1.4155,-0.73971,20
-0.44101,1.536,-0.75641,28
-0.46238,1.6104,-0.74595,21
-0.51745,1.8022,-0.78318,22
-0.54653,1.9035,-0.77331,25
-0.60735,2.1153,-0.80101,22
-0.68029,2.3693,-0.83294,19
-0.76241,2.6553,-0.86205,28
-0.81654,2.8439,-0.84841,28
-0.90719,3.1596,-0.86055,25
-0.98876,3.4437,-0.84892,29
-0.35237,1.2411,-0.76514,52
-0.3605,1.2697,-0.74162,21
-0.38873,1.3692,-0.75679,32
-0.40221,1.4167,-0.73971,19
-0.43843,1.5442,-0.75983,30
